source_distribution,dimension,max_val,encoding_max_val,beta,distortion_metric,rate,distortion,marginal_consistency_gap,marginal_entropy_bits,marginal_perplexity,n_outputs_90_pct_mass,n_outputs_used,rank,output_index,pseudocounts,concentration,mean_probs,marginal_prob,cumulative_prob
decreasing,3,21,20,70.421,jeff_divergence,11.088535571680167,0.012476668453694943,4.336808689942018e-19,12.343821153355217,5198.289092640958,4875,7517,4,400,"(1, 1, 2)",4,"(0.250, 0.250, 0.500)",0.0010557901884120978,0.004328739770105641
decreasing,3,21,20,70.421,jeff_divergence,11.088535571680167,0.012476668453694943,4.336808689942018e-19,12.343821153355217,5198.289092640958,4875,7517,5,2,"(3, 1, 1)",5,"(0.600, 0.200, 0.200)",0.0009598163156785953,0.005288556085784235
decreasing,3,21,20,70.421,jeff_divergence,11.088535571680167,0.012476668453694943,4.336808689942018e-19,12.343821153355217,5198.289092640958,4875,7517,6,40,"(1, 3, 1)",5,"(0.200, 0.600, 0.200)",0.0009598163156785953,0.00624837240146283
decreasing,3,21,20,70.421,jeff_divergence,11.088535571680167,0.012476668453694943,4.336808689942018e-19,12.343821153355217,5198.289092640958,4875,7517,7,800,"(1, 1, 3)",5,"(0.200, 0.200, 0.600)",0.0009598163156785953,0.007208188717141425
decreasing,3,21,20,70.421,jeff_divergence,11.088535571680167,0.012476668453694943,4.336808689942018e-19,12.343821153355217,5198.289092640958,4875,7517,8,21,"(2, 2, 1)",5,"(0.400, 0.400, 0.200)",0.0009598092615026973,0.008167997978644122
decreasing,3,21,20,70.421,jeff_divergence,11.088535571680167,0.012476668453694943,4.336808689942018e-19,12.343821153355217,5198.289092640958,4875,7517,9,401,"(2, 1, 2)",5,"(0.400, 0.200, 0.400)",0.0009598092615026973,0.009127807240146819
decreasing,3,21,20,70.421,jeff_divergence,11.088535571680167,0.012476668453694943,4.336808689942018e-19,12.343821153355217,5198.289092640958,4875,7517,10,420,"(1, 2, 2)",5,"(0.200, 0.400, 0.400)",0.0009598092615026973,0.010087616501649516
decreasing,3,21,20,98.407,jeff_divergence,11.57207031177627,0.006608273257257574,4.336808689942018e-19,12.396162186479893,5390.346078319972,5087,7933,1,0,"(1, 1, 1)",3,"(0.333, 0.333, 0.333)",0.0011613692048693472,0.0011613692048693472
decreasing,3,21,20,98.407,jeff_divergence,11.57207031177627,0.006608273257257574,4.336808689942018e-19,12.396162186479893,5390.346078319972,5087,7933,2,1,"(2, 1, 1)",4,"(0.500, 0.250, 0.250)",0.0010557901862468463,0.0022171593911161935
decreasing,3,21,20,98.407,jeff_divergence,11.57207031177627,0.006608273257257574,4.336808689942018e-19,12.396162186479893,5390.346078319972,5087,7933,3,20,"(1, 2, 1)",4,"(0.250, 0.500, 0.250)",0.0010557901862468463,0.00327294957736304
decreasing,3,21,20,98.407,jeff_divergence,11.57207031177627,0.006608273257257574,4.336808689942018e-19,12.396162186479893,5390.346078319972,5087,7933,4,400,"(1, 1, 2)",4,"(0.250, 0.250, 0.500)",0.0010557901862468463,0.004328739763609886
decreasing,3,21,20,98.407,jeff_divergence,11.57207031177627,0.006608273257257574,4.336808689942018e-19,12.396162186479893,5390.346078319972,5087,7933,5,2,"(3, 1, 1)",5,"(0.600, 0.200, 0.200)",0.000959809434413032,0.005288549198022918
decreasing,3,21,20,98.407,jeff_divergence,11.57207031177627,0.006608273257257574,4.336808689942018e-19,12.396162186479893,5390.346078319972,5087,7933,6,40,"(1, 3, 1)",5,"(0.200, 0.600, 0.200)",0.0009598094344130319,0.00624835863243595
decreasing,3,21,20,98.407,jeff_divergence,11.57207031177627,0.006608273257257574,4.336808689942018e-19,12.396162186479893,5390.346078319972,5087,7933,7,800,"(1, 1, 3)",5,"(0.200, 0.200, 0.600)",0.0009598094344130319,0.007208168066848982
decreasing,3,21,20,98.407,jeff_divergence,11.57207031177627,0.006608273257257574,4.336808689942018e-19,12.396162186479893,5390.346078319972,5087,7933,8,21,"(2, 2, 1)",5,"(0.400, 0.400, 0.200)",0.0009598092602232955,0.008167977327072277
decreasing,3,21,20,98.407,jeff_divergence,11.57207031177627,0.006608273257257574,4.336808689942018e-19,12.396162186479893,5390.346078319972,5087,7933,9,401,"(2, 1, 2)",5,"(0.400, 0.200, 0.400)",0.0009598092602232955,0.009127786587295572
decreasing,3,21,20,98.407,jeff_divergence,11.57207031177627,0.006608273257257574,4.336808689942018e-19,12.396162186479893,5390.346078319972,5087,7933,10,420,"(1, 2, 2)",5,"(0.200, 0.400, 0.400)",0.0009598092602232955,0.010087595847518867
decreasing,3,21,20,137.51500000000001,jeff_divergence,11.939169192419618,0.003406708134005478,3.2526065174565133e-19,12.409983727932072,5442.235711553941,5132,7990,1,0,"(1, 1, 1)",3,"(0.333, 0.333, 0.333)",0.0011613692048693472,0.0011613692048693472
decreasing,3,21,20,137.51500000000001,jeff_divergence,11.939169192419618,0.003406708134005478,3.2526065174565133e-19,12.409983727932072,5442.235711553941,5132,7990,2,1,"(2, 1, 1)",4,"(0.500, 0.250, 0.250)",0.0010557901862448614,0.0022171593911142085
decreasing,3,21,20,137.51500000000001,jeff_divergence,11.939169192419618,0.003406708134005478,3.2526065174565133e-19,12.409983727932072,5442.235711553941,5132,7990,3,20,"(1, 2, 1)",4,"(0.250, 0.500, 0.250)",0.0010557901862448614,0.00327294957735907
decreasing,3,21,20,137.51500000000001,jeff_divergence,11.939169192419618,0.003406708134005478,3.2526065174565133e-19,12.409983727932072,5442.235711553941,5132,7990,4,400,"(1, 1, 2)",4,"(0.250, 0.250, 0.500)",0.0010557901862448614,0.004328739763603932
decreasing,3,21,20,137.51500000000001,jeff_divergence,11.939169192419618,0.003406708134005478,3.2526065174565133e-19,12.409983727932072,5442.235711553941,5132,7990,5,40,"(1, 3, 1)",5,"(0.200, 0.600, 0.200)",0.0009598092611727387,0.00528854902477667
decreasing,3,21,20,137.51500000000001,jeff_divergence,11.939169192419618,0.003406708134005478,3.2526065174565133e-19,12.409983727932072,5442.235711553941,5132,7990,6,800,"(1, 1, 3)",5,"(0.200, 0.200, 0.600)",0.0009598092611727387,0.006248358285949409
decreasing,3,21,20,137.51500000000001,jeff_divergence,11.939169192419618,0.003406708134005478,3.2526065174565133e-19,12.409983727932072,5442.235711553941,5132,7990,7,2,"(3, 1, 1)",5,"(0.600, 0.200, 0.200)",0.0009598092611727385,0.007208167547122148
decreasing,3,21,20,137.51500000000001,jeff_divergence,11.939169192419618,0.003406708134005478,3.2526065174565133e-19,12.409983727932072,5442.235711553941,5132,7990,8,21,"(2, 2, 1)",5,"(0.400, 0.400, 0.200)",0.0009598092602226009,0.008167976807344749
decreasing,3,21,20,137.51500000000001,jeff_divergence,11.939169192419618,0.003406708134005478,3.2526065174565133e-19,12.409983727932072,5442.235711553941,5132,7990,9,401,"(2, 1, 2)",5,"(0.400, 0.200, 0.400)",0.0009598092602226009,0.00912778606756735
decreasing,3,21,20,137.51500000000001,jeff_divergence,11.939169192419618,0.003406708134005478,3.2526065174565133e-19,12.409983727932072,5442.235711553941,5132,7990,10,420,"(1, 2, 2)",5,"(0.200, 0.400, 0.400)",0.0009598092602226009,0.010087595327789951
decreasing,3,21,20,192.166,jeff_divergence,12.176332400599414,0.0019194982377501455,3.2526065174565133e-19,12.416515861770751,5466.932554415553,5157,8000,1,0,"(1, 1, 1)",3,"(0.333, 0.333, 0.333)",0.0011613692048693472,0.0011613692048693472
decreasing,3,21,20,192.166,jeff_divergence,12.176332400599414,0.0019194982377501455,3.2526065174565133e-19,12.416515861770751,5466.932554415553,5157,8000,2,1,"(2, 1, 1)",4,"(0.500, 0.250, 0.250)",0.0010557901862448611,0.0022171593911142085
decreasing,3,21,20,192.166,jeff_divergence,12.176332400599414,0.0019194982377501455,3.2526065174565133e-19,12.416515861770751,5466.932554415553,5157,8000,3,20,"(1, 2, 1)",4,"(0.250, 0.500, 0.250)",0.0010557901862448611,0.0032729495773590697
decreasing,3,21,20,192.166,jeff_divergence,12.176332400599414,0.0019194982377501455,3.2526065174565133e-19,12.416515861770751,5466.932554415553,5157,8000,4,400,"(1, 1, 2)",4,"(0.250, 0.250, 0.500)",0.0010557901862448611,0.004328739763603931
decreasing,3,21,20,192.166,jeff_divergence,12.176332400599414,0.0019194982377501455,3.2526065174565133e-19,12.416515861770751,5466.932554415553,5157,8000,5,2,"(3, 1, 1)",5,"(0.600, 0.200, 0.200)",0.0009598092602232514,0.0052885490238271824
decreasing,3,21,20,192.166,jeff_divergence,12.176332400599414,0.0019194982377501455,3.2526065174565133e-19,12.416515861770751,5466.932554415553,5157,8000,6,40,"(1, 3, 1)",5,"(0.200, 0.600, 0.200)",0.0009598092602232514,0.006248358284050434
decreasing,3,21,20,192.166,jeff_divergence,12.176332400599414,0.0019194982377501455,3.2526065174565133e-19,12.416515861770751,5466.932554415553,5157,8000,7,800,"(1, 1, 3)",5,"(0.200, 0.200, 0.600)",0.0009598092602232514,0.007208167544273686
decreasing,3,21,20,192.166,jeff_divergence,12.176332400599414,0.0019194982377501455,3.2526065174565133e-19,12.416515861770751,5466.932554415553,5157,8000,8,21,"(2, 2, 1)",5,"(0.400, 0.400, 0.200)",0.0009598092602226009,0.008167976804496286
decreasing,3,21,20,192.166,jeff_divergence,12.176332400599414,0.0019194982377501455,3.2526065174565133e-19,12.416515861770751,5466.932554415553,5157,8000,9,401,"(2, 1, 2)",5,"(0.400, 0.200, 0.400)",0.0009598092602226009,0.009127786064718887
decreasing,3,21,20,192.166,jeff_divergence,12.176332400599414,0.0019194982377501455,3.2526065174565133e-19,12.416515861770751,5466.932554415553,5157,8000,10,420,"(1, 2, 2)",5,"(0.200, 0.400, 0.400)",0.0009598092602226009,0.010087595324941488
decreasing,3,21,20,268.535,jeff_divergence,12.306295954891203,0.001333929440808566,3.2526065174565133e-19,12.419591862483141,5478.601152341891,5169,8000,1,0,"(1, 1, 1)",3,"(0.333, 0.333, 0.333)",0.0011613692048693472,0.0011613692048693472
decreasing,3,21,20,268.535,jeff_divergence,12.306295954891203,0.001333929440808566,3.2526065174565133e-19,12.419591862483141,5478.601152341891,5169,8000,2,1,"(2, 1, 1)",4,"(0.500, 0.250, 0.250)",0.0010557901862448611,0.0022171593911142085
decreasing,3,21,20,268.535,jeff_divergence,12.306295954891203,0.001333929440808566,3.2526065174565133e-19,12.419591862483141,5478.601152341891,5169,8000,3,20,"(1, 2, 1)",4,"(0.250, 0.500, 0.250)",0.0010557901862448611,0.0032729495773590697
decreasing,3,21,20,268.535,jeff_divergence,12.306295954891203,0.001333929440808566,3.2526065174565133e-19,12.419591862483141,5478.601152341891,5169,8000,4,400,"(1, 1, 2)",4,"(0.250, 0.250, 0.500)",0.0010557901862448611,0.004328739763603931
decreasing,3,21,20,268.535,jeff_divergence,12.306295954891203,0.001333929440808566,3.2526065174565133e-19,12.419591862483141,5478.601152341891,5169,8000,5,2,"(3, 1, 1)",5,"(0.600, 0.200, 0.200)",0.0009598092602226009,0.005288549023826532
decreasing,3,21,20,268.535,jeff_divergence,12.306295954891203,0.001333929440808566,3.2526065174565133e-19,12.419591862483141,5478.601152341891,5169,8000,6,21,"(2, 2, 1)",5,"(0.400, 0.400, 0.200)",0.0009598092602226009,0.006248358284049133
decreasing,3,21,20,268.535,jeff_divergence,12.306295954891203,0.001333929440808566,3.2526065174565133e-19,12.419591862483141,5478.601152341891,5169,8000,7,40,"(1, 3, 1)",5,"(0.200, 0.600, 0.200)",0.0009598092602226009,0.007208167544271734
decreasing,3,21,20,268.535,jeff_divergence,12.306295954891203,0.001333929440808566,3.2526065174565133e-19,12.419591862483141,5478.601152341891,5169,8000,8,401,"(2, 1, 2)",5,"(0.400, 0.200, 0.400)",0.0009598092602226009,0.008167976804494334
decreasing,3,21,20,268.535,jeff_divergence,12.306295954891203,0.001333929440808566,3.2526065174565133e-19,12.419591862483141,5478.601152341891,5169,8000,9,420,"(1, 2, 2)",5,"(0.200, 0.400, 0.400)",0.0009598092602226009,0.009127786064716936
decreasing,3,21,20,268.535,jeff_divergence,12.306295954891203,0.001333929440808566,3.2526065174565133e-19,12.419591862483141,5478.601152341891,5169,8000,10,800,"(1, 1, 3)",5,"(0.200, 0.200, 0.600)",0.0009598092602226009,0.010087595324939537
decreasing,3,21,20,375.254,jeff_divergence,12.3693425329873,0.0011301509521735706,3.2526065174565133e-19,12.42064707136903,5482.609749550701,5174,8000,1,0,"(1, 1, 1)",3,"(0.333, 0.333, 0.333)",0.0011613692048693472,0.0011613692048693472
decreasing,3,21,20,375.254,jeff_divergence,12.3693425329873,0.0011301509521735706,3.2526065174565133e-19,12.42064707136903,5482.609749550701,5174,8000,2,1,"(2, 1, 1)",4,"(0.500, 0.250, 0.250)",0.0010557901862448611,0.0022171593911142085
decreasing,3,21,20,375.254,jeff_divergence,12.3693425329873,0.0011301509521735706,3.2526065174565133e-19,12.42064707136903,5482.609749550701,5174,8000,3,20,"(1, 2, 1)",4,"(0.250, 0.500, 0.250)",0.0010557901862448611,0.0032729495773590697
decreasing,3,21,20,375.254,jeff_divergence,12.3693425329873,0.0011301509521735706,3.2526065174565133e-19,12.42064707136903,5482.609749550701,5174,8000,4,400,"(1, 1, 2)",4,"(0.250, 0.250, 0.500)",0.0010557901862448611,0.004328739763603931
decreasing,3,21,20,375.254,jeff_divergence,12.3693425329873,0.0011301509521735706,3.2526065174565133e-19,12.42064707136903,5482.609749550701,5174,8000,5,2,"(3, 1, 1)",5,"(0.600, 0.200, 0.200)",0.0009598092602226009,0.005288549023826532
decreasing,3,21,20,375.254,jeff_divergence,12.3693425329873,0.0011301509521735706,3.2526065174565133e-19,12.42064707136903,5482.609749550701,5174,8000,6,21,"(2, 2, 1)",5,"(0.400, 0.400, 0.200)",0.0009598092602226009,0.006248358284049133
decreasing,3,21,20,375.254,jeff_divergence,12.3693425329873,0.0011301509521735706,3.2526065174565133e-19,12.42064707136903,5482.609749550701,5174,8000,7,40,"(1, 3, 1)",5,"(0.200, 0.600, 0.200)",0.0009598092602226009,0.007208167544271734
decreasing,3,21,20,375.254,jeff_divergence,12.3693425329873,0.0011301509521735706,3.2526065174565133e-19,12.42064707136903,5482.609749550701,5174,8000,8,401,"(2, 1, 2)",5,"(0.400, 0.200, 0.400)",0.0009598092602226009,0.008167976804494334
decreasing,3,21,20,375.254,jeff_divergence,12.3693425329873,0.0011301509521735706,3.2526065174565133e-19,12.42064707136903,5482.609749550701,5174,8000,9,420,"(1, 2, 2)",5,"(0.200, 0.400, 0.400)",0.0009598092602226009,0.009127786064716936
decreasing,3,21,20,375.254,jeff_divergence,12.3693425329873,0.0011301509521735706,3.2526065174565133e-19,12.42064707136903,5482.609749550701,5174,8000,10,800,"(1, 1, 3)",5,"(0.200, 0.200, 0.600)",0.0009598092602226009,0.010087595324939537
decreasing,3,21,20,524.385,jeff_divergence,12.39788244641479,0.001064051562895348,2.168404344971009e-19,12.420838947588605,5483.338976699511,5175,8000,1,0,"(1, 1, 1)",3,"(0.333, 0.333, 0.333)",0.0011613692048693472,0.0011613692048693472
decreasing,3,21,20,524.385,jeff_divergence,12.39788244641479,0.001064051562895348,2.168404344971009e-19,12.420838947588605,5483.338976699511,5175,8000,2,1,"(2, 1, 1)",4,"(0.500, 0.250, 0.250)",0.0010557901862448611,0.0022171593911142085
decreasing,3,21,20,524.385,jeff_divergence,12.39788244641479,0.001064051562895348,2.168404344971009e-19,12.420838947588605,5483.338976699511,5175,8000,3,20,"(1, 2, 1)",4,"(0.250, 0.500, 0.250)",0.0010557901862448611,0.0032729495773590697
decreasing,3,21,20,524.385,jeff_divergence,12.39788244641479,0.001064051562895348,2.168404344971009e-19,12.420838947588605,5483.338976699511,5175,8000,4,400,"(1, 1, 2)",4,"(0.250, 0.250, 0.500)",0.0010557901862448611,0.004328739763603931
decreasing,3,21,20,524.385,jeff_divergence,12.39788244641479,0.001064051562895348,2.168404344971009e-19,12.420838947588605,5483.338976699511,5175,8000,5,2,"(3, 1, 1)",5,"(0.600, 0.200, 0.200)",0.0009598092602226009,0.005288549023826532
decreasing,3,21,20,524.385,jeff_divergence,12.39788244641479,0.001064051562895348,2.168404344971009e-19,12.420838947588605,5483.338976699511,5175,8000,6,21,"(2, 2, 1)",5,"(0.400, 0.400, 0.200)",0.0009598092602226009,0.006248358284049133
decreasing,3,21,20,524.385,jeff_divergence,12.39788244641479,0.001064051562895348,2.168404344971009e-19,12.420838947588605,5483.338976699511,5175,8000,7,40,"(1, 3, 1)",5,"(0.200, 0.600, 0.200)",0.0009598092602226009,0.007208167544271734
decreasing,3,21,20,524.385,jeff_divergence,12.39788244641479,0.001064051562895348,2.168404344971009e-19,12.420838947588605,5483.338976699511,5175,8000,8,401,"(2, 1, 2)",5,"(0.400, 0.200, 0.400)",0.0009598092602226009,0.008167976804494334
decreasing,3,21,20,524.385,jeff_divergence,12.39788244641479,0.001064051562895348,2.168404344971009e-19,12.420838947588605,5483.338976699511,5175,8000,9,420,"(1, 2, 2)",5,"(0.200, 0.400, 0.400)",0.0009598092602226009,0.009127786064716936
decreasing,3,21,20,524.385,jeff_divergence,12.39788244641479,0.001064051562895348,2.168404344971009e-19,12.420838947588605,5483.338976699511,5175,8000,10,800,"(1, 1, 3)",5,"(0.200, 0.200, 0.600)",0.0009598092602226009,0.010087595324939537
decreasing,3,21,20,732.783,jeff_divergence,12.410228485638898,0.0010435649442073695,2.168404344971009e-19,12.42071763803175,5482.877927456763,5174,8000,1,0,"(1, 1, 1)",3,"(0.333, 0.333, 0.333)",0.0011613692048693472,0.0011613692048693472
decreasing,3,21,20,732.783,jeff_divergence,12.410228485638898,0.0010435649442073695,2.168404344971009e-19,12.42071763803175,5482.877927456763,5174,8000,2,1,"(2, 1, 1)",4,"(0.500, 0.250, 0.250)",0.0010557901862448611,0.0022171593911142085
decreasing,3,21,20,732.783,jeff_divergence,12.410228485638898,0.0010435649442073695,2.168404344971009e-19,12.42071763803175,5482.877927456763,5174,8000,3,20,"(1, 2, 1)",4,"(0.250, 0.500, 0.250)",0.0010557901862448611,0.0032729495773590697
decreasing,3,21,20,732.783,jeff_divergence,12.410228485638898,0.0010435649442073695,2.168404344971009e-19,12.42071763803175,5482.877927456763,5174,8000,4,400,"(1, 1, 2)",4,"(0.250, 0.250, 0.500)",0.0010557901862448611,0.004328739763603931
decreasing,3,21,20,732.783,jeff_divergence,12.410228485638898,0.0010435649442073695,2.168404344971009e-19,12.42071763803175,5482.877927456763,5174,8000,5,2,"(3, 1, 1)",5,"(0.600, 0.200, 0.200)",0.0009598092602226009,0.005288549023826532
decreasing,3,21,20,732.783,jeff_divergence,12.410228485638898,0.0010435649442073695,2.168404344971009e-19,12.42071763803175,5482.877927456763,5174,8000,6,21,"(2, 2, 1)",5,"(0.400, 0.400, 0.200)",0.0009598092602226009,0.006248358284049133
decreasing,3,21,20,732.783,jeff_divergence,12.410228485638898,0.0010435649442073695,2.168404344971009e-19,12.42071763803175,5482.877927456763,5174,8000,7,40,"(1, 3, 1)",5,"(0.200, 0.600, 0.200)",0.0009598092602226009,0.007208167544271734
decreasing,3,21,20,732.783,jeff_divergence,12.410228485638898,0.0010435649442073695,2.168404344971009e-19,12.42071763803175,5482.877927456763,5174,8000,8,401,"(2, 1, 2)",5,"(0.400, 0.200, 0.400)",0.0009598092602226009,0.008167976804494334
decreasing,3,21,20,732.783,jeff_divergence,12.410228485638898,0.0010435649442073695,2.168404344971009e-19,12.42071763803175,5482.877927456763,5174,8000,9,420,"(1, 2, 2)",5,"(0.200, 0.400, 0.400)",0.0009598092602226009,0.009127786064716936
decreasing,3,21,20,732.783,jeff_divergence,12.410228485638898,0.0010435649442073695,2.168404344971009e-19,12.42071763803175,5482.877927456763,5174,8000,10,800,"(1, 1, 3)",5,"(0.200, 0.200, 0.600)",0.0009598092602226009,0.010087595324939537
decreasing,3,21,20,1024.0,jeff_divergence,12.415330374513212,0.0010375001823458997,2.168404344971009e-19,12.420523120344956,5482.138724225639,5173,8000,1,0,"(1, 1, 1)",3,"(0.333, 0.333, 0.333)",0.0011613692048693472,0.0011613692048693472
decreasing,3,21,20,1024.0,jeff_divergence,12.415330374513212,0.0010375001823458997,2.168404344971009e-19,12.420523120344956,5482.138724225639,5173,8000,2,1,"(2, 1, 1)",4,"(0.500, 0.250, 0.250)",0.0010557901862448611,0.0022171593911142085
decreasing,3,21,20,1024.0,jeff_divergence,12.415330374513212,0.0010375001823458997,2.168404344971009e-19,12.420523120344956,5482.138724225639,5173,8000,3,20,"(1, 2, 1)",4,"(0.250, 0.500, 0.250)",0.0010557901862448611,0.0032729495773590697
decreasing,3,21,20,1024.0,jeff_divergence,12.415330374513212,0.0010375001823458997,2.168404344971009e-19,12.420523120344956,5482.138724225639,5173,8000,4,400,"(1, 1, 2)",4,"(0.250, 0.250, 0.500)",0.0010557901862448611,0.004328739763603931
decreasing,3,21,20,1024.0,jeff_divergence,12.415330374513212,0.0010375001823458997,2.168404344971009e-19,12.420523120344956,5482.138724225639,5173,8000,5,2,"(3, 1, 1)",5,"(0.600, 0.200, 0.200)",0.0009598092602226009,0.005288549023826532
decreasing,3,21,20,1024.0,jeff_divergence,12.415330374513212,0.0010375001823458997,2.168404344971009e-19,12.420523120344956,5482.138724225639,5173,8000,6,21,"(2, 2, 1)",5,"(0.400, 0.400, 0.200)",0.0009598092602226009,0.006248358284049133
decreasing,3,21,20,1024.0,jeff_divergence,12.415330374513212,0.0010375001823458997,2.168404344971009e-19,12.420523120344956,5482.138724225639,5173,8000,7,40,"(1, 3, 1)",5,"(0.200, 0.600, 0.200)",0.0009598092602226009,0.007208167544271734
decreasing,3,21,20,1024.0,jeff_divergence,12.415330374513212,0.0010375001823458997,2.168404344971009e-19,12.420523120344956,5482.138724225639,5173,8000,8,401,"(2, 1, 2)",5,"(0.400, 0.200, 0.400)",0.0009598092602226009,0.008167976804494334
decreasing,3,21,20,1024.0,jeff_divergence,12.415330374513212,0.0010375001823458997,2.168404344971009e-19,12.420523120344956,5482.138724225639,5173,8000,9,420,"(1, 2, 2)",5,"(0.200, 0.400, 0.400)",0.0009598092602226009,0.009127786064716936
decreasing,3,21,20,1024.0,jeff_divergence,12.415330374513212,0.0010375001823458997,2.168404344971009e-19,12.420523120344956,5482.138724225639,5173,8000,10,800,"(1, 1, 3)",5,"(0.200, 0.200, 0.600)",0.0009598092602226009,0.010087595324939537
uniform,3,21,20,0.062,jeff_divergence,2.443454914153158e-11,11.167600258145635,7.771561172376096e-16,3.7107569929720324e-07,1.0000002572101079,1,2,1,1263,"(4, 4, 4)",12,"(0.333, 0.333, 0.333)",0.999999986544109,0.999999986544109
uniform,3,21,20,0.062,jeff_divergence,2.443454914153158e-11,11.167600258145635,7.771561172376096e-16,3.7107569929720324e-07,1.0000002572101079,1,2,2,1684,"(5, 5, 5)",15,"(0.333, 0.333, 0.333)",1.3448979658745166e-08,0.9999999999930888
uniform,3,21,20,0.062,jeff_divergence,2.443454914153158e-11,11.167600258145635,7.771561172376096e-16,3.7107569929720324e-07,1.0000002572101079,1,2,3,1264,"(5, 4, 4)",13,"(0.385, 0.308, 0.308)",2.1693536366447957e-12,0.9999999999952581
uniform,3,21,20,0.062,jeff_divergence,2.443454914153158e-11,11.167600258145635,7.771561172376096e-16,3.7107569929720324e-07,1.0000002572101079,1,2,4,1283,"(4, 5, 4)",13,"(0.308, 0.385, 0.308)",2.169353636644793e-12,0.9999999999974275
uniform,3,21,20,0.062,jeff_divergence,2.443454914153158e-11,11.167600258145635,7.771561172376096e-16,3.7107569929720324e-07,1.0000002572101079,1,2,5,1663,"(4, 4, 5)",13,"(0.308, 0.308, 0.385)",2.169353636644739e-12,0.9999999999995969
uniform,3,21,20,0.062,jeff_divergence,2.443454914153158e-11,11.167600258145635,7.771561172376096e-16,3.7107569929720324e-07,1.0000002572101079,1,2,6,842,"(3, 3, 3)",9,"(0.333, 0.333, 0.333)",3.3749334324049584e-13,0.9999999999999344
uniform,3,21,20,0.062,jeff_divergence,2.443454914153158e-11,11.167600258145635,7.771561172376096e-16,3.7107569929720324e-07,1.0000002572101079,1,2,7,1284,"(5, 5, 4)",14,"(0.357, 0.357, 0.286)",2.1892387118820326e-14,0.9999999999999563
uniform,3,21,20,0.062,jeff_divergence,2.443454914153158e-11,11.167600258145635,7.771561172376096e-16,3.7107569929720324e-07,1.0000002572101079,1,2,8,1664,"(5, 4, 5)",14,"(0.357, 0.286, 0.357)",2.1892387118820143e-14,0.9999999999999781
uniform,3,21,20,0.062,jeff_divergence,2.443454914153158e-11,11.167600258145635,7.771561172376096e-16,3.7107569929720324e-07,1.0000002572101079,1,2,9,1683,"(4, 5, 5)",14,"(0.286, 0.357, 0.357)",2.189238711882006e-14,1.0
uniform,3,21,20,0.062,jeff_divergence,2.443454914153158e-11,11.167600258145635,7.771561172376096e-16,3.7107569929720324e-07,1.0000002572101079,1,2,10,863,"(4, 4, 3)",11,"(0.364, 0.364, 0.273)",3.3927126201759174e-18,1.0
uniform,3,21,20,0.08700000000000001,jeff_divergence,1.6129245128324532e-13,11.167600255764903,6.661338147750939e-16,6.399292920938907e-11,1.0000000000443565,1,1,1,1263,"(4, 4, 4)",12,"(0.333, 0.333, 0.333)",0.9999999999556435,0.9999999999556435
uniform,3,21,20,0.08700000000000001,jeff_divergence,1.6129245128324532e-13,11.167600255764903,6.661338147750939e-16,6.399292920938907e-11,1.0000000000443565,1,1,2,1684,"(5, 5, 5)",15,"(0.333, 0.333, 0.333)",4.394828083063674e-11,0.9999999999995918
uniform,3,21,20,0.08700000000000001,jeff_divergence,1.6129245128324532e-13,11.167600255764903,6.661338147750939e-16,6.399292920938907e-11,1.0000000000443565,1,1,3,1283,"(4, 5, 4)",13,"(0.308, 0.385, 0.308)",1.3573189303290832e-13,0.9999999999997276
uniform,3,21,20,0.08700000000000001,jeff_divergence,1.6129245128324532e-13,11.167600255764903,6.661338147750939e-16,6.399292920938907e-11,1.0000000000443565,1,1,4,1264,"(5, 4, 4)",13,"(0.385, 0.308, 0.308)",1.3573189303290746e-13,0.9999999999998633
uniform,3,21,20,0.08700000000000001,jeff_divergence,1.6129245128324532e-13,11.167600255764903,6.661338147750939e-16,6.399292920938907e-11,1.0000000000443565,1,1,5,1663,"(4, 4, 5)",13,"(0.308, 0.308, 0.385)",1.3573189303290322e-13,0.9999999999999991
uniform,3,21,20,0.08700000000000001,jeff_divergence,1.6129245128324532e-13,11.167600255764903,6.661338147750939e-16,6.399292920938907e-11,1.0000000000443565,1,1,6,1284,"(5, 5, 4)",14,"(0.357, 0.357, 0.286)",3.638115878878011e-16,0.9999999999999994
uniform,3,21,20,0.08700000000000001,jeff_divergence,1.6129245128324532e-13,11.167600255764903,6.661338147750939e-16,6.399292920938907e-11,1.0000000000443565,1,1,7,1683,"(4, 5, 5)",14,"(0.286, 0.357, 0.357)",3.6381158788779416e-16,0.9999999999999998
uniform,3,21,20,0.08700000000000001,jeff_divergence,1.6129245128324532e-13,11.167600255764903,6.661338147750939e-16,6.399292920938907e-11,1.0000000000443565,1,1,8,1664,"(5, 4, 5)",14,"(0.357, 0.286, 0.357)",3.638115878877916e-16,1.0000000000000002
uniform,3,21,20,0.08700000000000001,jeff_divergence,1.6129245128324532e-13,11.167600255764903,6.661338147750939e-16,6.399292920938907e-11,1.0000000000443565,1,1,9,842,"(3, 3, 3)",9,"(0.333, 0.333, 0.333)",2.1945678214119816e-17,1.0000000000000002
uniform,3,21,20,0.08700000000000001,jeff_divergence,1.6129245128324532e-13,11.167600255764903,6.661338147750939e-16,6.399292920938907e-11,1.0000000000443565,1,1,10,863,"(4, 4, 3)",11,"(0.364, 0.364, 0.273)",1.2513643080231033e-19,1.0000000000000002
